feature_a,feature_b,feature_c,age_band,demo_group,outcome
1.067222416571983,4.014624415241042,medium,band_2,Group B,1
-0.3314881720972547,1.221542689813747,medium,band_1,Group B,1
1.114592444577377,-0.6487174359417562,high,band_1,Group B,1
0.3833771131824704,1.3627974443310296,high,band_1,Group B,1
-0.13113753020334493,-0.23419904450120976,medium,band_2,Group B,0
0.3487758940462951,-0.38770021948145095,medium,band_2,Group B,1
1.9510125601262995,1.2903216318705335,medium,band_2,Group B,1
2.076980529053753,0.23730270532538336,medium,band_2,Group A,1
0.0693811351327787,0.5342910974141672,medium,band_3,Group A,1
0.1601905933170753,0.21678226623835095,medium,band_3,Group B,0
1.0762401574663856,,medium,band_1,Group A,1
-0.8456610327673472,0.709959076923379,medium,band_2,Group A,1
0.3330703726182551,-2.1243603192464984,medium,band_2,Group B,0
-0.0258628479538564,0.9998872023314402,medium,band_2,Group A,1
0.3139082114575536,-0.9784233037963607,low,band_1,Group A,1
-0.8333688059494058,-1.5307589626712934,low,band_3,Group A,0
-1.589567493308969,0.1299065073695811,medium,band_3,Group A,1
-2.0729834359912918,0.30077720397734514,medium,band_2,Group B,0
-1.1173841129896078,,low,band_3,Group B,0
-0.458675284939333,1.1972382292015693,medium,band_3,Group B,1
-0.2931915866487618,-1.4106101996450882,high,band_2,Group B,0
1.9372311624295169,-0.2883324985270707,low,band_2,Group A,0
1.1059933699072981,-0.5018489619196007,high,band_2,Group B,1
-0.9620911163416273,,high,band_3,Group A,0
0.34770845245095694,0.5346371415766865,medium,band_1,Group A,1
-0.4070782363503251,-1.0094715395482536,medium,band_2,Group A,0
-0.28436383804009513,1.069139212947474,low,band_3,Group B,0
0.18532564941538202,0.2756028420016397,high,band_1,Group B,1
0.6191711169753933,-2.0703355039742926,medium,band_3,Group A,1
-0.33925848388401536,-2.150309728476437,high,band_2,Group B,0
1.0638515327343585,0.18521684848482653,medium,band_3,Group A,1
-1.141938226142404,-0.06516078134362488,low,band_3,Group B,0
0.006339062362268442,0.07589586371043981,low,band_1,Group B,1
2.5976737265958323,0.16642105216373843,medium,band_3,Group A,1
0.2230797426252751,0.47067180741221687,medium,band_1,Group A,1
1.4332145066061728,1.3371795318179596,low,band_2,Group B,1
0.09152017817320818,-1.1333258811010698,medium,band_2,Group A,1
0.5807770953297967,-1.2063659114809537,high,band_3,Group A,1
-0.056783194392691534,-1.1119886294648589,medium,band_1,Group A,1
-0.17040758116420443,0.5467000006024483,medium,band_1,Group B,1
-0.7794823967254196,1.6939368543757347,low,band_2,Group B,0
0.4303013589575532,-0.31760732588741253,high,band_2,Group B,1
-0.8515371891857679,-2.8020398129915853,medium,band_2,Group A,0
0.6655852363134291,-1.8447914351324506,high,band_1,Group B,1
1.08528700444591,-0.7996440673552139,medium,band_2,Group B,1
0.36653140723722993,-0.4692746649942577,medium,band_3,Group B,1
-0.28624873355569186,-0.29006635270567166,low,band_1,Group B,1
0.4539655793086961,0.24629734757710048,low,band_2,Group A,1
-0.3086730555464126,-0.17409559698693652,high,band_3,Group A,1
0.9355471254651493,1.4592075326520886,medium,band_1,Group B,1
-1.8314060842151236,-0.6112207668176425,medium,band_2,Group B,0
-0.3356073681186462,,high,band_1,Group A,0
-1.9908119951239978,0.7746506462245539,high,band_3,Group A,0
-1.495060830227205,-1.642770483911343,high,band_2,Group B,0
1.3638622298139094,0.6676300463840026,low,band_3,Group A,1
0.895184981971686,0.3230638204715202,medium,band_1,Group B,0
-0.7194802332847904,,high,band_2,Group B,0
-1.502503456040897,2.1059313285791146,medium,band_3,Group B,0
-2.964528837841651,-0.5466489343536615,low,band_1,Group B,0
-0.5434955079326346,2.672357804628894,high,band_1,Group B,1
2.4204150122474024,-0.07051773907371914,medium,band_1,Group B,1
0.4348842714636474,-1.3324197339642736,medium,band_3,Group B,0
-0.5595722860494895,0.2839034971937904,high,band_2,Group A,1
0.46508020950030626,-1.0914942403825216,medium,band_2,Group A,0
-1.5609583529944429,-0.7021070173762003,medium,band_2,Group A,1
-0.29732336269763543,0.6764399600185894,medium,band_2,Group B,0
0.09947747301573849,0.8666985063801498,medium,band_2,Group A,1
-0.08610065182104851,-0.5466012403051097,low,band_2,Group A,1
0.7908061216900806,1.3848861740556808,high,band_2,Group A,1
0.34464522623605237,1.5890093096253606,high,band_1,Group B,1
0.668326018107997,1.923562107875949,low,band_3,Group A,1
-0.6883722822307594,0.8352960885508666,medium,band_3,Group B,0
0.8978154084105481,1.8361144545028385,high,band_2,Group B,1
1.6289369476239914,-2.0569581135688693,low,band_2,Group A,0
-0.9701495196514126,,medium,band_1,Group B,1
-0.8876956557145598,-0.8404063075881115,medium,band_3,Group A,1
1.3357843363202329,0.34307103335287054,medium,band_3,Group B,1
-0.19134398669506028,,low,band_3,Group B,1
1.403821392066557,0.0006105896603211665,medium,band_1,Group B,1
-0.4425357118921839,2.458609856244859,medium,band_1,Group A,1
1.4550455762707113,-0.003663755704453934,medium,band_1,Group B,1
0.13148581680545218,0.6965507806282567,low,band_1,Group B,0
0.2582288233226952,-0.07872319590908224,medium,band_1,Group B,0
1.5647180216699044,0.29085594554820043,medium,band_1,Group B,1
-0.36177047744417123,,low,band_3,Group B,0
-0.9411220959249583,0.7379888791677914,low,band_1,Group A,0
-0.44856420802835434,1.5983690426566122,low,band_1,Group A,1
0.4523339506431387,2.176872797123995,medium,band_3,Group B,1
-1.5657590721805144,,low,band_2,Group B,0
0.6374709026511215,0.9074562632427225,high,band_3,Group A,1
-0.5387713176177432,-1.1810374110226802,medium,band_2,Group B,0
1.1478126607335635,0.09454790910125532,high,band_3,Group B,1
-2.3942603049004716,1.3283473578603067,high,band_2,Group A,0
-0.7865657751041687,1.2391623661005837,low,band_2,Group B,0
-1.686468151234102,0.45393167935406026,medium,band_2,Group A,0
-0.8262294663639526,1.263672751481543,high,band_2,Group B,0
0.24766590110894313,0.7889200507925826,medium,band_2,Group A,1
-0.1792266254497549,1.6403675099111859,medium,band_2,Group B,0
-0.25337756894801494,,medium,band_1,Group B,0
-0.1591848713800608,-0.22683797868524155,low,band_3,Group B,0
0.20338824061994343,,medium,band_1,Group A,0
-1.0085360419431078,-3.3167132510233306,high,band_1,Group B,0
0.7068496408990508,,high,band_1,Group A,1
0.6626659703854839,-4.17809539025774,low,band_3,Group A,1
0.385037937656101,-1.8681560888865016,medium,band_1,Group B,0
0.5565334427512632,0.742122321129181,medium,band_2,Group A,1
0.2964180008086595,0.7730352047201543,high,band_3,Group B,1
2.0350733027310675,-1.1949145361679165,low,band_1,Group B,0
-0.0870941710525099,-0.6545224502547264,high,band_3,Group A,1
-0.30708321833457675,1.8446491863369583,high,band_1,Group B,1
-0.7535275803573779,-0.38083615788721137,low,band_1,Group A,0
-1.0322626705778368,2.891504374883582,low,band_2,Group B,1
-1.2444717876010754,0.19769617618838464,high,band_3,Group A,0
-0.8887973132309185,0.6896434122575201,low,band_1,Group B,0
-0.07068038165207131,2.140249278198329,medium,band_2,Group A,1
0.3342951284977145,0.3572325394321035,high,band_1,Group A,1
0.051142058552161786,-1.0028127768289614,medium,band_2,Group B,1
-0.765535277429713,0.06832705796685187,medium,band_2,Group B,0
0.9001845640199633,0.15726711657189088,medium,band_2,Group B,1
0.7394126723009475,-1.4376899826418783,low,band_2,Group B,0
-0.159648307422017,-0.10699848560898802,high,band_1,Group B,0
-0.652916144664712,-0.690630512796924,medium,band_2,Group B,0
0.5484279208297995,,low,band_2,Group B,1
0.18797358748610446,0.24153424902230675,low,band_2,Group A,1
-1.4481272594150476,-0.13935489897708403,high,band_1,Group B,0
-0.0679802559844049,0.07258168325290851,low,band_2,Group B,0
0.26203581207438104,0.46774642208739936,high,band_2,Group A,1
-0.8996947864877538,0.9401770396277357,medium,band_1,Group A,1
0.189843392837443,-0.9996546744032576,high,band_1,Group B,0
-1.4548224852577891,-1.0499051591455262,high,band_2,Group A,0
1.3361861000121709,1.525615058483036,high,band_2,Group B,1
1.2479499850594318,-0.29480424664567667,high,band_1,Group A,1
-0.25251733430296475,-1.500210511116249,low,band_3,Group A,0
0.36345433783907316,0.7325752512597256,high,band_2,Group B,1
-2.409921965799875,0.7560437672392243,medium,band_3,Group A,0
-1.1563476602653329,-1.6368583087080477,medium,band_2,Group A,0
-0.2937789201521298,0.47537805855632753,high,band_2,Group B,0
-1.0721330214268592,1.0826997109140484,high,band_2,Group B,1
0.7143964826306588,0.6492637420475157,medium,band_3,Group A,1
1.997296530747994,0.9583777805136743,medium,band_2,Group A,1
-1.176614719429302,-1.4851229177088987,medium,band_2,Group B,0
-0.8374634040851927,0.5972481859954347,medium,band_2,Group B,1
0.23544836830993032,-0.16314371136453584,medium,band_2,Group B,0
1.6111161484996208,-0.37934819046957374,medium,band_1,Group A,1
-1.2223743125399031,1.244666731303672,low,band_2,Group A,0
0.24903612230694197,1.975129412809076,low,band_2,Group A,1
1.8212988508131087,2.3532440655204305,high,band_3,Group A,1
-1.6517591481792673,1.777769445807086,medium,band_2,Group B,0
-1.281069206845832,0.06831898204377959,high,band_2,Group A,1
-0.42360660646083825,0.6232641956316117,medium,band_3,Group B,0
-0.520588412855411,1.1201874461410923,low,band_2,Group B,1
0.8126012877536446,0.34541353915935435,low,band_1,Group B,0
0.24165971982083806,0.35691702549385323,low,band_1,Group A,0
-1.7749620596421283,1.1885037582514184,high,band_1,Group B,0
0.5154104029008109,0.12886082476888136,low,band_1,Group B,1
-0.5775388873556505,-0.6751443236483937,medium,band_2,Group B,0
1.274447216941239,-0.2973676790030302,high,band_3,Group A,1
-0.6275875364369197,0.9606924532804908,high,band_2,Group A,1
-0.6366152831022357,0.20359194943994688,low,band_1,Group B,0
0.5411316108045314,0.6082519722420054,low,band_2,Group A,1
0.7629264823369366,1.0040950906426278,low,band_1,Group A,1
0.4480993639362036,-0.2498097554771315,low,band_3,Group B,1
-1.6855973173848082,1.1074977963557673,low,band_1,Group B,0
0.5380344399282511,0.6546111241500733,medium,band_2,Group B,1
-1.034308051674399,-1.2817757042937743,high,band_1,Group A,1
0.2352761115882635,1.930765749423493,medium,band_2,Group B,1
-1.4237344353990602,-0.4008936925082993,medium,band_2,Group A,0
0.44632214754306365,-1.7861144118222205,low,band_3,Group B,0
-0.8065989043073726,-1.0540524515035627,high,band_1,Group B,0
-1.2826346502605217,-1.0252541928139862,medium,band_3,Group A,0
0.7138201364823995,0.26260798238904015,high,band_2,Group A,1
0.2416445216767513,-0.1286206066554846,high,band_3,Group A,1
-0.6139768013928971,-0.2041983611687114,medium,band_3,Group B,0
1.4511788490210642,0.9436423585789747,low,band_3,Group B,1
-0.44065242156974244,0.6078504334312446,low,band_1,Group B,0
0.03210767397093466,0.5792574447731434,medium,band_1,Group B,0
0.2689134476786009,0.6917941487944312,high,band_1,Group B,1
-0.6196659341286136,0.9393616016026859,medium,band_1,Group B,0
0.47113629339992935,-2.3295440101329317,high,band_2,Group A,1
-0.5334523471647244,-0.2373259027173534,medium,band_3,Group A,0
-0.4116383222162092,-2.4162520773873686,low,band_3,Group B,0
1.362642639803341,0.2432719121573545,medium,band_2,Group B,1
-1.040586052512433,0.19444043333078562,medium,band_2,Group A,0
-2.41278033092949,1.4546387297476162,medium,band_3,Group B,0
1.6109369950118944,1.625161271265345,medium,band_3,Group B,1
2.549327952607003,,low,band_1,Group B,1
-0.40526926544933184,-0.40043329287627977,medium,band_2,Group B,0
-1.9368380406201853,0.7821933350548854,low,band_3,Group A,0
-0.31048397619594376,-0.43350116478917616,high,band_1,Group A,1
-0.2862229498406692,0.19832881826798132,low,band_2,Group B,0
-0.18992384102225704,1.3833635803529212,low,band_3,Group B,0
-1.1133880419218483,-0.46932561518730825,medium,band_3,Group B,0
0.5795611424764774,1.1668143670910012,medium,band_3,Group B,0
0.5245073752860862,1.012881642430763,medium,band_3,Group A,1
-1.4944056198193065,-0.9457501805569858,medium,band_1,Group A,0
0.6991967316948878,1.368672953860881,high,band_1,Group B,1
2.052684981945891,1.0382796144458062,medium,band_2,Group B,1
0.17196033243705985,0.3223110648471889,medium,band_2,Group A,1
-0.33732516206850605,-0.7147881496331826,medium,band_2,Group A,1
-0.1420032144075213,-0.831047222290684,low,band_2,Group B,0
0.6152567669685612,-0.4451950922836269,medium,band_2,Group A,1
-1.7306716055072182,0.851113355950352,low,band_2,Group B,0
0.16439070297730224,-0.9467502008816775,medium,band_1,Group A,1
-0.3904639494628101,0.7250146983438439,low,band_1,Group A,1
1.8478250129560454,-1.290106634654071,high,band_1,Group B,1
-0.17417273380495787,-0.044882301326618725,medium,band_1,Group A,0
1.6678876111195198,0.33157730548881037,high,band_3,Group A,1
-1.1037406977820072,3.1341561740707,medium,band_2,Group A,1
0.5872591668027922,-1.4527787866244408,low,band_1,Group A,0
0.3194002637912288,1.96641747978816,high,band_3,Group A,1
-0.8690472478647824,0.37981089678473606,medium,band_2,Group A,0
0.17739611463694044,0.6934063016191557,high,band_1,Group A,1
1.2125188368316004,0.3420174960658454,medium,band_1,Group A,1
-0.3237917042866007,0.7336721818342796,medium,band_1,Group B,1
-1.6919626491697632,0.015577874765578733,high,band_2,Group B,0
-0.01756282647744591,,medium,band_1,Group A,1
-0.9024230947925126,-0.34776537306966687,medium,band_1,Group A,1
-0.3423409386638824,1.5586814866150973,medium,band_1,Group B,0
-0.08158776968512098,-0.5732405442556274,medium,band_2,Group B,0
-1.7056522160155172,0.12769778431845566,high,band_1,Group B,0
-1.615658339320678,-1.086355062748263,medium,band_3,Group A,0
0.48206683552552526,0.7460284644170239,medium,band_1,Group A,1
-0.5227186961696804,1.9341511483118405,high,band_2,Group A,1
-2.564744341820567,0.10717258421497512,medium,band_2,Group A,0
0.7848440366081351,-0.03626283844469143,medium,band_2,Group B,1
0.27236975527423984,-1.137540355681512,medium,band_1,Group A,1
-0.713874824036484,-0.0751511842627697,low,band_3,Group A,0
-1.3168302110582415,-1.7113531116658331,medium,band_3,Group A,0
0.8358078963143372,-0.8954535840625927,low,band_1,Group B,0
0.3493506225604296,0.4721432553309625,low,band_1,Group A,1
2.3826022826840734,1.7828158372896754,medium,band_3,Group B,1
0.42018859872493736,3.5710530334754034,medium,band_2,Group A,1
0.3877031412620148,-0.5039021020850808,high,band_1,Group B,1
-0.16692793010856513,1.922360187974528,low,band_1,Group A,1
0.816775867200791,0.4925029764819775,low,band_2,Group B,1
0.6250852012481537,0.018502823904348983,high,band_2,Group B,0
1.251725008565195,,low,band_2,Group B,1
-0.5213229186372847,0.27429978041595104,low,band_3,Group B,0
-0.4354074729439623,0.33247487073466225,low,band_2,Group B,1
-0.4791031709119801,-0.289999795392003,medium,band_1,Group B,1
0.7908017211789892,-1.4777315917586207,high,band_2,Group B,1
1.498374440296732,-1.6523502430264978,high,band_2,Group A,1
-0.45884049314930064,0.9838938599374724,medium,band_1,Group B,1
-0.42477372779309125,-0.13204010810285605,low,band_1,Group B,0
0.3140772238697992,-0.5153066795874,medium,band_2,Group B,1
-0.24576150001290142,0.2102067520677843,medium,band_2,Group B,1
0.95205365313989,1.153918703498753,low,band_1,Group A,1
-2.2517772906190467,0.4164367316316778,low,band_2,Group B,0
-0.8267050469168946,,medium,band_2,Group A,0
-0.7824163339614458,1.6715515467787396,low,band_2,Group A,1
-2.320356012386145,2.0950226035779584,medium,band_3,Group B,0
-0.9636384443688041,0.793467986387424,medium,band_3,Group A,1
-0.9151561158459262,1.3683962136129082,low,band_2,Group A,0
-0.20110465451883033,1.6903519961765732,medium,band_1,Group A,1
1.1129658916602636,1.5561191796854164,high,band_2,Group A,1
-0.24506065119070236,0.9369190125351483,medium,band_2,Group A,1
-1.0308137202711538,0.9180164564898594,high,band_1,Group A,1
-0.056954541213528984,0.8235926880158031,medium,band_1,Group B,1
1.0491736214413494,-1.1168052094564522,high,band_1,Group A,1
-0.9759588161149049,1.040867788231503,low,band_2,Group B,1
-0.9105748839214486,-1.4269767653518648,medium,band_2,Group B,0
0.5585489592742234,-0.7535193461500659,low,band_1,Group B,1
-0.22153611573080054,1.764278081369705,medium,band_3,Group A,1
0.6474846907094743,1.208264195233037,medium,band_3,Group B,1
-0.013646791795296761,1.9848779476230352,low,band_1,Group B,0
0.701663648089567,-0.12600926042475066,high,band_3,Group B,0
-1.0350781140406409,-1.182698609532121,medium,band_1,Group B,0
-0.01208465078826744,,low,band_3,Group B,1
-0.21069001436315682,0.32243755668868906,low,band_3,Group B,1
-1.2158909241041307,0.29478645960801164,medium,band_1,Group A,0
-1.5634779478686884,1.5604165745080418,medium,band_3,Group B,0
0.6857490352746618,-0.2335245100041346,medium,band_3,Group A,1
-0.3509523822179781,0.6224413661635091,low,band_3,Group B,0
-1.0222802816473295,-0.9863525793215272,high,band_3,Group B,0
-0.09617893692333225,0.7403807336525756,high,band_2,Group A,1
1.1280188573493026,0.2037302602227641,medium,band_1,Group B,1
-2.280737845371923,-0.6997760059414209,medium,band_3,Group A,0
-1.4966386899033264,-0.08299523460982336,high,band_2,Group B,0
-0.9228864418952676,-0.021010895818265953,high,band_2,Group A,0
1.461178866720329,-0.1241861552045154,medium,band_2,Group B,1
0.2825869829192965,2.32560949072122,high,band_2,Group A,1
0.7673172404612268,0.08186479723054446,high,band_1,Group B,0
-1.1401609191262305,,high,band_2,Group B,0
-1.1195358752705262,-2.31694114913217,medium,band_1,Group B,0
0.4478137167227104,-0.8730488223753727,low,band_2,Group B,0
0.05827433093544655,-0.11568810934762339,low,band_3,Group B,0
0.5487388188641266,-0.6230232114119714,medium,band_2,Group B,1
-0.18767099092845213,1.8580491120533562,medium,band_2,Group A,1
0.278143726454627,0.002074669524537672,medium,band_1,Group B,0
0.15811908490510918,1.7461330991819028,medium,band_3,Group A,1
0.7777673890849254,0.27404556086044163,medium,band_2,Group B,1
0.8070082819444706,,high,band_2,Group A,1
-1.6198719943917699,0.09344426274499888,low,band_1,Group B,0
-2.2472685553408556,0.20455550194575098,low,band_1,Group B,0
1.0017453976515072,2.2625540036598313,high,band_2,Group B,1
1.1877250932619365,-2.5835328721014617,high,band_3,Group B,1
-1.0206230195133374,-2.2018548933264146,high,band_2,Group B,0
-1.8598354065456286,-0.4518049972673366,high,band_1,Group B,0
0.09903482100720092,0.21743345832508268,high,band_3,Group B,0
0.9308382263505294,1.0281253097168148,medium,band_2,Group B,1
1.7975945224343146,0.7677046376329703,medium,band_3,Group B,1
0.516297572101451,-0.2610950954566842,low,band_1,Group A,1
-0.37171669658569495,1.4228524318901148,medium,band_2,Group A,1
-0.8931306215848627,1.436234483783277,high,band_3,Group A,0
0.011451291670654416,0.42086939752587865,medium,band_1,Group B,0
-0.2992647038852564,1.3551890869842094,medium,band_2,Group A,1
-1.0150679057288161,0.5271743161185546,low,band_3,Group B,0
2.0487556508632867,-0.47377963213946034,low,band_1,Group B,1
1.785168402072131,1.0373802068000055,low,band_1,Group A,1
1.1360486835554284,,low,band_2,Group B,0
-0.9208503978091276,0.20160781610538434,high,band_1,Group B,0
0.8550193242972788,1.9675442866274893,medium,band_1,Group A,1
0.6396264094979018,-2.7410465542481037,high,band_2,Group A,1
0.44254562420405297,-1.5012210041914835,medium,band_3,Group A,0
1.2496652670437771,-1.224484511649244,low,band_1,Group A,1
0.6353711428612774,-0.2359127770825667,low,band_1,Group A,1
0.7400142363043355,-0.10552980371923612,high,band_3,Group B,1
0.6369062833722101,-1.6087907773276569,low,band_2,Group B,0
0.3407914080021059,-0.9821896387729916,high,band_3,Group A,1
-1.7836111297141835,-0.8330100142282841,low,band_2,Group B,0
0.08362107741055723,,medium,band_3,Group B,0
-0.5561919588491252,2.362090337296576,high,band_2,Group B,0
-1.2798409576400205,-0.2940993012215791,low,band_1,Group B,0
1.681816619300824,-0.23629994836815868,low,band_3,Group B,1
1.7289953408857035,-1.179044796625953,high,band_2,Group A,1
1.359220600295612,-2.08975649587032,low,band_1,Group B,1
0.2552134168558746,0.05974377630977118,medium,band_1,Group B,1
1.3506251209526567,-0.9974223798928308,medium,band_2,Group B,0
0.012053180601825543,,low,band_1,Group A,0
0.20279727689777938,-1.7202470188521728,high,band_1,Group B,0
-1.093471370461983,-0.7143693499723093,high,band_1,Group B,0
0.39699130449884,,medium,band_2,Group A,1
0.0603859284244171,,high,band_2,Group B,1
-1.3026521168344645,0.7009663504904174,low,band_2,Group B,0
-0.051197111816596905,-1.3845867809884447,low,band_1,Group A,1
-0.07972956385680847,1.225622876162674,medium,band_1,Group B,0
1.79756116664464,-0.7602540359222203,high,band_2,Group B,1
0.8942133285134095,0.9594294975287677,low,band_2,Group A,0
0.011445439091466015,0.18723358805816823,low,band_2,Group B,1
0.248787309801083,-1.4516649988935373,medium,band_1,Group B,1
